#t	CM_X	CM_Y	0_X	0_Y	0_P	1_X	1_Y	1_P	2_X	2_Y	2_P	3_X	3_Y	3_P	4_X	4_Y	4_P	5_X	5_Y	5_P	6_X	6_Y	6_P	7_X	7_Y	7_P	8_X	8_Y	8_P	9_X	9_Y	9_P	10_X	10_Y	10_P	11_X	11_Y	11_P	12_X	12_Y	12_P	13_X	13_Y	13_P	z_plane
21.60	7464.41	210.53	7334.37	222.79	0.70	7386.54	200.54	0.87	7408.91	220.54	0.77	7443.49	300.86	0.62	7445.89	360.76	0.41	7379.80	210.03	0.73	7416.28	282.74	0.79	7408.38	352.82	0.53	7534.07	148.39	0.79	7429.88	271.40	0.23	7537.47	369.13	0.74	7531.51	148.33	0.80	7528.19	266.48	0.48	7644.75	297.65	0.75	0.00
21.62	7458.52	211.12	7327.89	224.49	0.70	7375.70	195.39	0.86	7395.13	219.17	0.77	7419.40	277.11	0.64	7425.46	353.54	0.51	7370.04	206.12	0.73	7393.04	282.56	0.65	7400.84	351.89	0.41	7519.43	154.60	0.77	7475.79	270.18	0.19	7537.73	361.97	0.68	7517.08	154.79	0.76	7529.96	274.82	0.71	7644.67	294.86	0.75	0.00
21.64	7446.26	209.85	7312.88	210.59	0.72	7368.60	191.58	0.82	7379.27	219.46	0.81	7399.44	271.33	0.58	7396.00	356.93	0.60	7362.27	205.49	0.73	7365.62	281.29	0.70	7359.25	341.21	0.50	7501.70	156.50	0.81	7464.75	275.57	0.47	7536.31	355.64	0.62	7499.77	156.78	0.77	7529.30	274.40	0.54	7641.09	293.34	0.78	0.00
21.66	7431.91	212.12	7295.96	207.94	0.79	7353.19	199.02	0.80	7361.43	220.61	0.67	7369.57	287.52	0.54	7368.10	369.43	0.67	7346.69	207.39	0.76	7345.38	281.32	0.79	7334.08	346.68	0.57	7500.10	163.93	0.77	7405.52	246.12	0.34	7528.53	345.42	0.38	7497.81	164.37	0.76	7520.40	275.79	0.64	7632.10	293.02	0.81	0.00
21.68	7404.11	214.61	7274.11	205.55	0.73	7331.36	205.87	0.79	7335.08	225.19	0.72	7329.81	289.78	0.60	7320.56	364.10	0.67	7324.46	215.37	0.70	7304.89	288.32	0.70	7298.51	351.50	0.60	7477.68	164.80	0.67	7379.38	243.37	0.22	7522.38	339.60	0.37	7473.43	163.92	0.68	7445.04	284.72	0.54	7631.77	293.21	0.78	0.00
21.70	7391.41	221.14	7254.54	201.92	0.75	7310.84	206.96	0.81	7310.97	225.36	0.75	7299.07	286.06	0.52	7269.29	347.88	0.61	7303.96	216.97	0.72	7278.41	280.66	0.68	7252.87	328.55	0.41	7457.97	168.64	0.72	7429.79	298.99	0.21	7521.73	340.46	0.60	7455.10	168.02	0.70	7434.92	293.90	0.37	7630.18	292.97	0.81	0.00
21.72	7382.02	218.96	7241.83	209.58	0.65	7292.12	202.59	0.82	7285.09	224.35	0.69	7259.15	290.53	0.57	7219.91	331.32	0.44	7281.11	215.78	0.69	7244.33	281.07	0.66	7219.16	325.34	0.42	7439.04	170.72	0.70	7428.77	303.53	0.77	7517.74	340.37	0.67	7436.49	170.21	0.73	7508.96	264.75	0.27	7622.90	291.47	0.77	0.00
21.74	7360.13	222.01	7208.72	193.35	0.68	7262.14	206.00	0.81	7248.55	229.37	0.77	7214.79	289.82	0.71	7174.52	333.76	0.66	7247.16	223.11	0.62	7210.78	285.90	0.56	7173.15	332.61	0.51	7421.38	183.15	0.68	7416.96	305.64	0.69	7517.00	341.30	0.71	7419.32	181.50	0.74	7498.71	248.73	0.60	7617.00	289.71	0.74	0.00
21.76	7337.80	224.48	7184.54	185.69	0.50	7228.56	216.17	0.80	7212.60	238.41	0.69	7180.43	291.35	0.75	7141.19	332.12	0.54	7210.77	232.23	0.73	7174.64	289.03	0.61	7143.45	328.18	0.50	7400.41	189.19	0.70	7502.07	240.15	0.46	7509.61	340.35	0.61	7399.69	187.80	0.79	7400.79	290.68	0.35	7606.44	288.24	0.52	0.00
21.78	7317.49	221.99	7157.87	190.51	0.19	7210.83	204.19	0.80	7192.91	223.86	0.69	7151.17	289.84	0.58	7116.79	330.27	0.62	7190.63	219.64	0.57	7153.17	278.04	0.69	7118.55	325.46	0.49	7373.64	192.67	0.77	7484.66	220.88	0.69	7595.60	279.97	0.62	7371.95	192.59	0.77	7399.42	307.52	0.65	7501.59	340.43	0.56	0.00
21.80	7300.58	216.92	7134.02	196.19	0.74	7190.43	194.82	0.85	7175.84	213.44	0.70	7139.37	276.11	0.62	7100.62	327.37	0.64	7178.90	203.74	0.58	7132.63	270.55	0.63	7098.64	324.85	0.47	7355.17	189.17	0.76	7468.86	217.43	0.80	7591.83	261.13	0.79	7354.27	187.77	0.82	7390.29	309.11	0.75	7507.16	340.54	0.74	0.00
21.82	7279.06	216.24	7111.30	191.91	0.83	7166.14	189.36	0.85	7148.18	210.33	0.72	7115.45	278.16	0.61	7081.73	330.74	0.63	7153.26	200.61	0.57	7109.54	273.68	0.61	7079.82	329.12	0.42	7330.32	194.53	0.83	7451.59	215.91	0.79	7578.96	237.98	0.77	7329.54	194.59	0.83	7381.71	304.36	0.73	7500.05	338.60	0.75	0.00
21.84	7255.72	218.45	7082.69	195.31	0.82	7138.61	190.64	0.86	7125.96	211.02	0.72	7098.55	277.20	0.63	7067.98	335.63	0.58	7127.98	200.67	0.64	7091.90	275.96	0.60	7065.08	338.93	0.63	7307.02	203.60	0.82	7422.79	209.69	0.80	7550.18	211.80	0.75	7306.47	202.83	0.84	7372.74	301.74	0.63	7488.29	335.62	0.65	0.00
21.86	7230.74	220.54	7054.62	200.61	0.86	7109.54	196.30	0.85	7094.37	217.92	0.72	7076.66	279.73	0.67	7052.65	348.82	0.54	7096.85	209.91	0.65	7071.69	279.72	0.52	7051.79	349.43	0.61	7279.27	207.07	0.81	7394.98	202.56	0.73	7517.52	195.78	0.78	7278.30	210.48	0.77	7370.20	287.69	0.73	7484.55	336.79	0.78	0.00
21.88	7205.16	225.10	7026.63	208.24	0.85	7081.04	204.03	0.83	7070.83	221.40	0.72	7054.68	289.61	0.72	7039.40	373.55	0.52	7070.97	218.25	0.69	7048.32	295.80	0.33	7034.53	366.99	0.68	7255.38	216.24	0.79	7355.21	270.44	0.72	7486.79	190.32	0.71	7255.16	215.98	0.83	7358.67	203.75	0.52	7459.44	330.51	0.64	0.00
21.90	7176.08	226.97	7002.14	219.45	0.86	7056.62	209.17	0.83	7046.49	229.08	0.72	7033.43	297.90	0.76	7021.56	376.83	0.59	7047.40	225.13	0.67	7028.13	302.97	0.23	7018.16	378.02	0.61	7216.19	215.52	0.82	7331.40	263.87	0.71	7458.80	187.62	0.72	7215.85	216.08	0.83	7334.23	205.86	0.66	7444.28	317.86	0.66	0.00
21.92	7150.64	231.30	6979.46	233.83	0.88	7033.04	218.65	0.84	7024.28	238.58	0.70	7010.99	311.99	0.79	7001.55	392.37	0.48	7023.20	238.13	0.72	7003.97	316.26	0.46	6997.51	389.25	0.78	7186.20	214.34	0.83	7309.81	267.57	0.78	7432.09	307.49	0.64	7185.65	213.94	0.85	7308.67	207.87	0.70	7434.54	189.19	0.62	0.00
21.94	7129.13	237.89	6955.32	249.02	0.85	7010.08	228.62	0.84	7001.56	247.59	0.70	6986.92	324.26	0.84	6976.87	405.95	0.51	7001.69	246.07	0.73	6981.45	325.14	0.36	6971.55	401.95	0.77	7168.66	223.73	0.82	7291.20	205.12	0.62	7416.76	193.93	0.77	7167.99	223.31	0.82	7279.37	260.63	0.75	7399.03	285.84	0.35	0.00
21.96	7099.13	245.24	6926.77	266.67	0.82	6983.65	240.27	0.83	6972.60	265.39	0.69	6960.30	340.44	0.80	6950.40	419.63	0.40	6971.49	263.52	0.69	6955.28	343.71	0.44	6946.91	419.79	0.78	7135.98	227.66	0.82	7256.88	216.21	0.19	7393.67	202.26	0.44	7135.77	227.28	0.85	7247.39	255.60	0.66	7365.97	263.88	0.36	0.00
21.98	7073.84	256.72	6907.50	285.39	0.78	6959.02	255.66	0.81	6946.03	279.37	0.70	6934.28	355.78	0.77	6919.27	429.28	0.48	6945.79	279.58	0.73	6926.51	357.98	0.66	6916.51	434.22	0.71	7109.44	237.49	0.86	7232.53	217.36	0.54	7355.78	258.10	0.21	7108.78	237.39	0.86	7225.58	253.64	0.72	7344.35	262.83	0.51	0.00
22.00	7051.14	267.08	6892.03	305.33	0.71	6930.50	273.65	0.80	6920.05	291.22	0.71	6904.40	363.80	0.77	6886.98	441.65	0.71	6917.20	291.85	0.68	6900.37	365.12	0.47	6884.04	443.03	0.65	7086.11	247.54	0.86	7211.63	257.86	0.28	7347.23	256.17	0.22	7085.51	247.51	0.86	7211.21	224.56	0.50	7342.14	223.36	0.51	0.00
22.02	7032.17	275.91	6878.31	329.04	0.62	6909.27	287.54	0.80	6897.33	302.29	0.64	6875.98	375.70	0.73	6850.89	445.72	0.71	6894.97	298.74	0.63	6875.07	371.82	0.45	6849.43	447.90	0.47	7063.20	255.97	0.86	7207.15	224.96	0.25	7333.79	221.25	0.57	7062.79	256.04	0.85	7201.26	256.48	0.66	7328.92	256.04	0.65	0.00
22.04	7011.73	283.84	6862.21	346.22	0.57	6887.81	299.04	0.80	6873.84	320.28	0.66	6845.73	391.77	0.74	6815.82	455.83	0.74	6873.42	311.86	0.61	6846.50	387.11	0.41	6811.12	463.06	0.36	7050.00	262.56	0.83	7176.03	228.38	0.42	7307.30	219.36	0.55	7049.29	262.14	0.83	7178.11	257.81	0.73	7294.20	248.45	0.69	0.00
22.06	6989.28	294.77	6842.82	361.81	0.53	6875.44	310.42	0.79	6853.16	334.71	0.62	6813.86	413.15	0.58	6780.40	471.81	0.78	6852.35	330.21	0.60	6814.92	403.14	0.75	6779.65	468.93	0.43	7025.83	274.40	0.81	7155.89	261.57	0.33	7265.59	249.10	0.47	7025.32	274.04	0.82	7145.19	238.80	0.48	7254.48	218.47	0.52	0.00
